Asset Class,Issuer Name,Ticker,Cpn,Maturity,Conversion Ratio,CV Conversion Price,CV Stock Volatility
Corporates,Zhejiang Great Shengda Packaging Co Ltd,ZJSDPK,1.5,01/07/2026,11.520737,8.680000247,29.27989069
Corporates,Hypo-Wohnbaubank AG,HYPOBK,1.5,15/01/2030,10,10,40
Corporates,s Wohnbaubank AG,SWOHN,1.5,06/06/2029,10,10,40
Corporates,Sou Yu Te Group Co Ltd,DGSOYU,1.5,12/03/2026,62.5,1.6,40
Corporates,Hypo-Wohnbaubank AG,HYPOBK,1.5,01/02/2030,10,10,40
Corporates,China Merchants Expressway Network & Technology Holdings Co Ltd,CHMETH,1.5,22/03/2025,12.70648,7.870000189,27.53028274
Corporates,Hypo-Wohnbaubank AG,HYPOBK,1.5,20/03/2029,10,10,40
Corporates,Shanghai Huaming Intelligent Terminal Equipment Co Ltd,SHHMZN,1.5,17/07/2026,3.767898,26.53999657,42.25439937
Corporates,Invitae Corp,NVTA,1.5,01/04/2028,23.15887,43.17999972,141.9018521
Corporates,Pacific Biosciences of California Inc,PACB,1.5,15/02/2028,22.9885,43.50001088,58.51048213
Corporates,China Shipbuilding Industry Group Power Co Ltd,ZGCBZG,1.5,09/09/2026,4.995005,20.01999998,40.01896433
Corporates,Shenzhen Jufei Optoelectronics Co Ltd,SZJFGD,1.5,14/04/2026,20.491803,4.880000066,48.79170709
Corporates,Zhejiang Huatong Meat Products Co Ltd,HTGFJT,1.5,10/04/2026,11.337868,8.820000374,32.92363247
Corporates,China Harzone Industry Corp Ltd,HBHZZG,1.5,10/04/2026,11.286682,8.859999777,37.31983954
Corporates,Anhui Truchum Advanced Materials & Technology Co Ltd,AHCJXC,1.5,04/06/2026,12.150668,8.230000194,22.2617011
Corporates,Jiajiayue Group Co Ltd,JJYUEG,1.5,05/06/2026,2.793296,35.80000115,32.33230079
Corporates,Infore Environment Technology Group Co Ltd,INFENV,1.5,04/11/2026,12.531328,7.980000204,17.90818044
Corporates,PhiChem Corp,SHPHMA,1.5,27/11/2026,6.489293,15.40999921,37.95791171
Corporates,Zhejiang Jiemei Electronic & Technology Co Ltd,JMTECH,1.5,04/11/2026,3.710575,26.95000101,30.15239284
Corporates,Guangxi LiuYao Group Co Ltd,GXLZYY,1.5,16/01/2026,4.36872,22.88999982,32.18600624
Corporates,Chacha Food Co Ltd,CHACFD,1.5,20/10/2026,1.718804,58.17999027,28.67928621
Corporates,Sany Group Co Ltd,SANYIG,1.5,14/09/2026,3.571428571,28,25.39202857
Corporates,Zhejiang Huahai Pharmaceutical Co Ltd,HUAHAI,1.5,02/11/2026,2.970003,33.66999966,20.42747992
Corporates,Hypo-Wohnbaubank AG,HYPOBK,1.5,21/01/2027,10,10,40
Corporates,Crealogix Holding AG,CLXNSW,1.5,06/11/2024,40,125,41.22874327
Corporates,Xinjiang Communications Construction Group Co Ltd,XJCOMM,1.5,15/09/2026,5.455537,18.33000124,55.2474388
Corporates,Tibet Cheezheng Tibetan Medicine Co Ltd,TBCHEE,1.5,22/09/2026,4.37254,22.87000233,25.52755537
Corporates,Youon Technology Co Ltd,YOUONT,1.5,24/11/2026,6.752194,14.81000102,27.92482393
Corporates,Guangdong Goworld Co Ltd,GOWORL,1.5,08/12/2026,7.98722,12.5200007,25.28327692
Corporates,Great-Sun Foods Co Ltd,GRSFCL,1.5,26/02/2026,17.094017,5.850000032,32.61258699
Corporates,Yunnan Energy New Material Co Ltd,YNENNM,1.5,11/02/2026,1.509206,66.26000692,43.11929515
Corporates,Tandem Diabetes Care Inc,TNDM,1.5,01/05/2025,8.8836,112.5669774,64.55050063
Corporates,Summit Hotel Properties Inc,INN,1.5,15/02/2026,87.0869,11.48278329,36.91080299
Corporates,Sarepta Therapeutics Inc,SRPT,1.5,15/11/2024,13.621,73.41604875,58.14264109
Corporates,Western Digital Corp,WDC,1.5,01/02/2024,8.2026,121.9125643,35.17968384
Corporates,Amadeus IT Group SA,AMSSM,1.5,09/04/2025,1852.11595,53.9923,28.5073836
Corporates,Coherus Biosciences Inc,CHRS,1.5,15/04/2026,51.9224,19.25951035,131.2617614
Corporates,Aerie Pharmaceuticals Inc,AERI,1.5,01/10/2024,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A
Corporates,PTC Therapeutics Inc,PTCT,1.5,15/09/2026,19.0404,52.51990504,66.72633584
Corporates,PagerDuty Inc,PD,1.5,15/10/2028,36.5647,27.34878175,45.85359618
Corporates,Bharti Airtel Ltd,BHARTI,1.5,17/02/2025,139.046911,517.9999901,54.94320445
Corporates,Bank Austria Wohnbaubank AG,BAWOBK,1.4,13/04/2026,0.100000001,999.9999851,40
Corporates,s Wohnbaubank AG,SWOHN,1.4,06/09/2026,10,10,40
Corporates,Immo-Bank AG,IMMOBK,1.4,18/02/2030,2,50,40
Corporates,s Wohnbaubank AG,SWOHN,1.4,06/06/2028,10,10,40
Corporates,s Wohnbaubank AG,SWOHN,1.4,16/01/2026,10,10,40
Corporates,Bank Austria Wohnbaubank AG,BAWOBK,1.4,12/04/2028,0.100000001,999.9999851,40
Corporates,s Wohnbaubank AG,SWOHN,1.4,06/09/2034,10,10,40
Corporates,s Wohnbaubank AG,SWOHN,1.4,16/01/2027,10,10,40
Corporates,s Wohnbaubank AG,SWOHN,1.4,16/01/2026,10,10,40
Corporates,s Wohnbaubank AG,SWOHN,1.4,06/03/2027,10,10,40
Corporates,Hypo-Wohnbaubank AG,HYPOBK,1.375,23/07/2031,10,10,40
Corporates,Pacific Biosciences of California Inc,PACB,1.375,15/12/2030,46.5116,21.5000129,62.62213159
Corporates,3-Banken Wohnbaubank AG,DBWOHN,1.375,09/06/2027,10,10,40
Corporates,Bilibili Inc,BILI,1.375,01/04/2026,40.404,24.75002475,60.79037736
Corporates,JOYY Inc,YY,1.375,15/06/2026,12.0239,83.16769102,46.01417215
Corporates,Mesa Laboratories Inc,MLAB,1.375,15/08/2025,3.5273,283.5029626,47.10676265
Corporates,Teladoc Health Inc,TDOC,1.375,15/05/2025,18.6621,53.58453765,57.88225776
Corporates,Weibo Corp,WB,1.375,01/12/2030,72.6929,13.75650167,46.7843602
Corporates,Zillow Group Inc,Z,1.375,01/09/2026,22.983,43.51042075,49.24282235
Corporates,s Wohnbaubank AG,SWOHN,1.35,06/09/2030,10,10,40
Corporates,Hypo-Wohnbaubank AG,HYPOBK,1.35,04/04/2031,10,10,40
Corporates,Raiffeisen Wohnbaubank AG,RFWOHN,1.35,19/10/2026,0.100000001,999.9999851,40
Corporates,Raiffeisen Wohnbaubank AG,RFWOHN,1.35,13/09/2027,1,100,40
Corporates,s Wohnbaubank AG,SWOHN,1.35,06/09/2029,10,10,40
Corporates,s Wohnbaubank AG,SWOHN,1.35,06/09/2029,10,10,40
Corporates,Deutsche Konsum REIT-AG,DTKONG,1.35,30/01/2025,27317.1797,3.66070001,62.11805958
Corporates,s Wohnbaubank AG,SWOHN,1.3,06/11/2025,10,10,40
Corporates,LG Chem Ltd,LGCHM,1.25,18/07/2028,188.3636364,687500,57.10740671
Corporates,Sarepta Therapeutics Inc,SRPT,1.25,15/09/2027,7.0439,141.9668082,53.60011746
Corporates,Hypo-Wohnbaubank AG,HYPOBK,1.25,11/02/2031,10,10,40
Corporates,3-Banken Wohnbaubank AG,DBWOHN,1.25,02/06/2028,10,10,40
Corporates,Raiffeisen Wohnbaubank AG,RFWOHN,1.25,10/11/2028,0.1,1000,40
Corporates,Raiffeisen Wohnbaubank AG,RFWOHN,1.25,28/12/2029,0.1,1000,40
Corporates,Hypo-Wohnbaubank AG,HYPOBK,1.25,12/01/2028,10,10,40
Corporates,Hypo-Wohnbaubank AG,HYPOBK,1.25,06/03/2026,10,10,40
Corporates,Beauty Health Co/The,SKIN,1.25,01/10/2026,31.4859,31.76024824,125.7738437
Corporates,NeoGenomics Inc,NEO,1.25,01/05/2025,27.5198,36.33747338,59.9402481
Corporates,BioMarin Pharmaceutical Inc,BMRN,1.25,15/05/2027,7.2743,137.4702721,25.8073244
Corporates,PagerDuty Inc,PD,1.25,01/07/2025,24.9507,40.07903586,43.23052876
Corporates,Nuance Communications Inc,NUAN,1.25,01/04/2025,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A
Corporates,Bilibili Inc,BILI,1.25,15/06/2027,24.5516,40.73054302,65.15321837
Corporates,Perficient Inc,PRFT,1.25,01/08/2025,19.3538,51.66943959,38.09425225
Corporates,Nice Systems Inc,NICEIT,1.25,15/01/2024,12.05379963,82.96139232,51.66508526
Corporates,Global Fashion Group SA,GFGGR,1.25,15/03/2028,5569.479254,17.955,206.7223368
Corporates,Avid SPV LLC,CDMO,1.25,15/03/2026,47.1403,21.21327187,87.24427295
Corporates,Hello Group Inc,MOMO,1.25,01/07/2025,21.0061,47.60521944,52.92186919
Corporates,Teladoc Health Inc,TDOC,1.25,01/06/2027,4.1258,242.3772359,62.09591373
Corporates,Varonis Systems Inc,VRNS,1.25,15/08/2025,32.56679916,30.70611868,47.22163713
Corporates,Southwest Airlines Co,LUV,1.25,01/05/2025,26.4038,37.87333641,33.92825325
Corporates,Guidewire Software Inc,GWRE,1.25,15/03/2025,8.7912,113.7501138,31.96571627
Corporates,Lucid Group Inc,LCID,1.25,15/12/2026,18.2548,54.78011263,117.6679425
Corporates,Just Eat Takeaway.com NV,TKWYNA,1.25,30/04/2026,821.0180624,121.8,58.04211085
Corporates,GoPro Inc,GPRO,1.25,15/11/2025,107.1984,9.32849744,59.49419477
Corporates,XD Inc,XDINHK,1.25,12/04/2026,122.5311269,63.45,53.18117736
Corporates,Luminar Technologies Inc,LAZR,1.25,15/12/2026,50.0475,19.98101803,108.8755966
Corporates,Rapid7 Inc,RPD,1.25,15/03/2029,15.4213,64.8453762,41.61155276
Corporates,Workiva Inc,WK,1.25,15/08/2028,7.469,133.8867318,34.82027478
Corporates,Burlington Stores Inc,BURL,1.25,15/12/2027,4.856,205.9308072,40.32649043
Preferreds,Summa Medical Corp,SMDL,1.2,#N/A Field Not Applicable,2.55,3.921568627,#N/A N/A
Corporates,Hengyi Petrochemical Co Ltd,HYPETR,1.2,16/10/2026,9.090909,11.00000011,23.29430542
Corporates,Zhejiang Fenglong Electric Co Ltd,ZJFLEC,1.2,08/01/2027,7.91765,12.63001017,52.1544
Corporates,New Hope Liuhe Co Ltd,NEWHOP,1.2,03/01/2026,5.09165,19.63999882,22.1998213
Corporates,s Wohnbaubank AG,SWOHN,1.2,16/02/2030,10,10,40
Corporates,Qingdao Rural Commercial Bank Corp,QDRCBK,1.2,25/08/2026,23.696682,4.220000083,14.39832857
Corporates,Guangdong Aofei Data Technology Co Ltd,GDAOFI,1.2,03/12/2027,9.910803,10.08999977,44.64881776
Corporates,Chongqing Zhengchuan Pharmaceutical Packaging Co Ltd,CQZCPP,1.2,28/04/2027,2.158894646,46.32,25.67148413
Corporates,QuakeSafe Technologies Co Ltd,QUAKET,1.2,12/03/2027,2.11015,47.38999597,38.52784431
Corporates,Shanghai Kehua Bio-Engineering Co Ltd,KHBIOE,1.2,28/07/2026,4.844961,20.64000102,29.81460815
Corporates,Qingdao Huicheng Environmental Technology Group Co Ltd,HCENVT,1.2,07/07/2027,6.277464,15.92999976,48.76286147
Corporates,Hypo-Wohnbaubank AG,HYPOBK,1.2,16/05/2031,10,10,40
Corporates,Tangshan Jidong Cement Co Ltd,JIDONG,1.2,05/11/2026,7.627765,13.11000011,25.28243801
Corporates,Immo-Bank AG,IMMOBK,1.18,18/02/2029,2,50,40
Corporates,Jarden Corp,JAH,1.125,15/03/2034,17.27230072,33.53415445,57.32699193
Corporates,Bank Austria Wohnbaubank AG,BAWOBK,1.125,28/10/2027,0.1,1000,40
Corporates,Impinj Inc,PI,1.125,15/05/2027,9.0061,111.0358535,60.35102571
Corporates,Air Transport Services Group Inc,ATSG,1.125,15/10/2024,31.3475,31.90047053,39.85627199
Corporates,Groupon Inc,GRPN,1.125,15/03/2026,15.6619,63.8492137,82.18925546
Corporates,NCL Corp Ltd,NCLH,1.125,15/02/2027,29.685,33.68704733,42.39619869
Corporates,Cable One Inc,CABO,1.125,15/03/2028,0.4394,2275.830678,37.89562585
Corporates,Bigben Interactive,BIGFP,1.125,19/02/2026,10416.66667,9.599999997,53.65124825
Corporates,Splunk Inc,SPLK,1.125,15/06/2027,3.9164,255.3365336,6.35971289
Corporates,Splunk Inc,SPLK,1.125,15/09/2025,6.7433,148.295345,5.069386308
Corporates,Stride Inc,LRN,1.125,01/09/2027,18.9109,52.87955623,42.67613293
Corporates,Wayfair Inc,W,1.125,01/11/2024,8.591,116.4008846,69.23556364
Corporates,Hypo-Wohnbaubank AG,HYPOBK,1.125,11/01/2029,10,10,40
Corporates,Raiffeisen Wohnbaubank AG,RFWOHN,1.125,26/06/2031,0.1,1000,40
Corporates,Hypo-Wohnbaubank AG,HYPOBK,1.125,02/07/2030,10,10,40
Corporates,LCI Industries,LCII,1.125,15/05/2026,6.1615,162.2981417,34.47726843
Corporates,International Consolidated Airlines Group SA,IAGLN,1.125,18/05/2028,29678.87458,2.896912407,30.90750916
Corporates,Workiva Inc,WK,1.125,15/08/2026,12.4756,80.15646542,42.17080361
Corporates,Akamai Technologies Inc,AKAM,1.125,15/02/2029,7.917,126.3104711,23.00909497
Corporates,Fluor Corp,FLR,1.125,15/08/2029,22.042,45.36793394,34.31958674
Preferreds,Piezo Electric Products Inc,PEPI,1.1,#N/A Field Not Applicable,10,1,#N/A N/A
Corporates,Naipu Mining Machinery Co Ltd,NAIPMN,1.1,29/10/2027,4.098361,24.39999795,38.3634828
Corporates,s Wohnbaubank AG,SWOHN,1.1,06/06/2028,10,10,40
Corporates,s Wohnbaubank AG,SWOHN,1.1,06/03/2026,10,10,40
Preferreds,Atlantic Financial Federal Credit Union,ATLF,1.05,#N/A Field Not Applicable,0.842,11.87648456,40
Corporates,Immo-Bank AG,IMMOBK,1.05,18/02/2027,2,50,40
Corporates,s Wohnbaubank AG,SWOHN,1.05,06/09/2030,10,10,40
Corporates,Enphase Energy Inc,ENPH,1,01/06/2024,48.7781,20.50100352,83.81220218
Corporates,Alnylam Pharmaceuticals Inc,ALNY,1,15/09/2027,3.4941,286.1967316,41.46181733
Corporates,Sunac China Holdings Ltd,SUNAC,1,30/09/2032,0.39,20,181.6734418
Preferreds,Great American Recreation Inc,GRAR,1,#N/A Field Not Applicable,8,1.25,#N/A N/A
Preferreds,Contemporary Solutions Inc,CMPN,1,#N/A Field Not Applicable,0.4375,22.85714286,#N/A N/A
Preferreds,TCC International Holdings Ltd,TCCIF,1,#N/A Field Not Applicable,1.091314031,4.49,40
Preferreds,Tongguan Gold Group Ltd,CNMINR,1,#N/A Field Not Applicable,1,0.21,67.50868368
Preferreds,LocatePLUS Holdings Corp,LPHC,1,#N/A Field Not Applicable,41.66,0.600096015,40
Corporates,INBIOGEN Co Ltd,ARTISC,1,31/08/2024,2.748007694,3639.000001,0
Corporates,Global Payments Inc,GPN,1,15/08/2029,7.1089,140.6687392,28.65103205
Corporates,Suzhou HYC Technology Co Ltd,SZHYCT,1,29/11/2027,3.286231,30.42999716,52.93303479
Corporates,Ecovacs Robotics Co Ltd,ECORBT,1,30/11/2027,0.570093,175.409977,38.10390798
Corporates,Aprogen Inc,KICLTD,1,21/01/2024,4.721435316,2118,#N/A N/A
Corporates,Zhuhai Bojay Electronics Co Ltd,ZHBJEL,1,17/11/2027,1.616292,61.87000864,47.84446324
Corporates,JiangSu Jinji Industrial Co Ltd,JSJJIN,1,04/11/2027,12.578616,7.950000223,53.8583173
Corporates,KC Cottrell Co Ltd,KOCCOT,1,04/08/2025,3.808073,2626.000079,74.61504715
Corporates,IHQ Inc,KEOFAS,1,13/05/2025,20,500,16.86177491
Corporates,INBIOGEN Co Ltd,ARTISC,1,29/09/2025,5.387931034,1856,0
Corporates,KC Green Holdings Co Ltd,KORCOR,1,04/08/2025,2.287282708,4372,73.49403649
Corporates,Kaishan Group Holding Co Ltd,KSGPHL,1,07/07/2025,6.25,16,24.93786029
Corporates,Kukbo Co Ltd,KUKBOC,1,09/06/2024,5.757052389,1737,83.89087955
Corporates,Cyan AG,CYRGR,1,03/01/2025,1,1,65.1897196
Corporates,Jinko Power Technology Co Ltd,JKDLKJ,1,23/04/2027,19.047619,5.250000013,24.44635178
Corporates,Guangdong Sirio Pharma Co Ltd,SIRIOP,1,19/04/2027,1.783485,56.06999779,30.70422979
Corporates,Red Avenue New Materials Group Co Ltd,REDAVE,1,26/01/2027,3.081664,32.45000104,42.4446948
Corporates,OPM SA/Luxembourg,OPMLUX,1,#N/A Field Not Applicable,3,33333.33333,#N/A N/A
Corporates,Venus Capital SA,VNSCPT,1,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A
Corporates,FG Finance SA,FGFNCS,1,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A
Corporates,Kukbo Co Ltd,KUKBOC,1,11/01/2026,12.39157373,807,83.89087955
Corporates,Zhejiang Sanhua Green Energy Industrial Group Co Ltd,SHGEIN,1,27/04/2026,3.636363636,27.5,36.25676217
Corporates,Shanghai Fosun High Technology Group Co Ltd,FSHITZ,1,29/03/2025,9.746588694,10.26,23.1141824
Corporates,Jiangsu Zhengdan Chemical Industry Co Ltd,JSZDCI,1,24/03/2027,13.513514,7.399999734,19.1309782
Corporates,Hangzhou Century Co Ltd,HZCECL,1,26/01/2027,22.222222,4.500000045,32.69079311
Corporates,Red Star Macalline Holding Group Co Ltd,RSINVE,1,14/05/2024,8.143322476,12.28,20.86523889
Corporates,Shenzhen Longood Intelligent Electric Co Ltd,SZLGIE,1,09/02/2027,8.665511,11.54000035,30.3203333
Corporates,Hanwha Ocean Co Ltd,DWSMEC,1,28/06/2047,0.24783,40350.24008,63.25552728
Corporates,Nova Telecommunications Single Member SA,FORTHG,1,11/10/2025,1,0.3,40
Corporates,s Wohnbaubank AG,SWOHN,1,16/01/2027,10,10,40
Corporates,s Wohnbaubank AG,SWOHN,1,11/11/2029,10,10,40
Corporates,Zhejiang International Group Co Ltd,ZJINTL,1,05/01/2027,10.02004,9.98000008,33.21033501
Corporates,Olympic Circuit Technology Co Ltd,OLYMCB,1,20/01/2027,5.34188,18.7200012,39.93464707
Corporates,s Wohnbaubank AG,SWOHN,1,06/09/2027,10,10,40
Corporates,Hanwha Ocean Co Ltd,DWSMEC,1,29/12/2046,2.47831,40350.07727,63.25552728
Corporates,s Wohnbaubank AG,SWOHN,1,06/09/2026,10,10,40
Corporates,China National Bluestar Group Co Ltd,CNBG,1,18/10/2024,9.267841,10.78999953,20.35493559
Corporates,Deutsche Konsum REIT-AG,DTKONG,1,30/01/2025,100000,1,62.11805958
Corporates,Money Partners Group Co Ltd,MONPAR,1,11/04/2024,245700.2457,407,21.32397748
Corporates,Xizi Clean Energy Equipment Manufacturing Co Ltd,HZHBIL,1,24/12/2027,5.347594,18.69999854,38.96626656
Corporates,HVSEN Biotechnology Co Ltd,HVSENB,1,17/12/2027,3.608805,27.71000373,21.51926406
Corporates,Bank Austria Wohnbaubank AG,BAWOBK,1,11/04/2030,0.1,1000,40
Corporates,Guangdong Jia Yuan Technology Shares Co Ltd,GDJYTE,1,23/02/2027,1.980983,50.47998898,32.02891709
Corporates,Guangzhou KDT Machinery Co Ltd,HYSKJX,1,12/07/2026,3.869969,25.84000027,36.24630647
Corporates,Kum Yang Co Ltd,KUMYNG,1,24/02/2025,3.883495146,2575,100.2517649
Corporates,IHQ Inc,KEOFAS,1,21/05/2024,3.819709702,2618,16.86177491
Corporates,IHQ Inc,KEOFAS,1,21/05/2024,19.34,517.0630817,16.86177491
Corporates,Jiangsu Jiejie Microelectronics Co Ltd,JSJJDZ,1,08/06/2027,3.474635,28.78000135,29.08156953
Corporates,Promotora de Informaciones SA,PRSSM,1,03/02/2028,1000,0.37,31.90873421
Corporates,Caitong Securities Co Ltd,CAITSE,1,10/12/2026,8.818342,11.3400002,24.68934845
Corporates,Rallye SA,RALFP,1,28/02/2032,1.0209,97.04182584,129.9782634
Corporates,Hypo-Wohnbaubank AG,HYPOBK,1,23/10/2028,1400,71.42857143,#N/A N/A
Corporates,Shenzhen Zhongjin Lingnan Nonfemet Co Ltd,SZZJCH,1,20/07/2026,22.522523,4.439999906,28.65493518
Corporates,Yonfer Agricultural Technology Co Ltd,XYNYKJ,1,25/03/2027,5.75374,17.37999979,18.9157491
Corporates,Hainan Poly Pharm Co Ltd,HNPLZY,1,09/02/2027,5.060729,19.759999,56.05744995
Corporates,Sino Prima Gas Technology Co Ltd,SINPRI,1,01/11/2027,5.099439,19.61000024,41.37129454
Corporates,Hypo-Wohnbaubank AG,HYPOBK,1,02/05/2028,1400,71.42857143,#N/A N/A
Corporates,Hypo-Wohnbaubank AG,HYPOBK,1,03/09/2029,1399.972,71.43000003,#N/A N/A
Corporates,Hanjin Transportation Co Ltd,HANTRA,1,22/07/2025,0.194931774,51299.99997,26.3767609
Corporates,Dayou AP Co Ltd,DAYOUA,1,11/06/2024,1.851848,5400.011232,84.77566524
Corporates,Zhejiang Chenfeng Science and Technology Co Ltd,ZJCFST,1,23/08/2027,7.727975,12.94000045,42.78112578
Corporates,Jafron Biomedical Co Ltd,JAFRON,1,23/06/2027,1.62022,61.72001333,31.86922481
Corporates,Ningbo Menovo Pharmaceutical Co Ltd,NBMNHY,1,14/01/2027,3.795066,26.35000287,39.99043851
Corporates,Hongfa Technology Co Ltd,HONFTC,1,28/10/2027,1.962323,50.96001015,24.62642239
Corporates,D&O Home Collection Group Co Ltd,DOJJHC,1,25/10/2027,7.496252,13.33999978,30.10079273
Corporates,Kum Yang Co Ltd,KUMYNG,1,11/08/2025,2.415458937,4140,100.2517649
Corporates,Tway Air Co Ltd,KEOPYU,1,29/05/2025,3.714710253,2692,41.21695918
Corporates,3-Banken Wohnbaubank AG,DBWOHN,1,15/07/2026,10,10,40
Corporates,Lepu Medical Technology Beijing Co Ltd,LEPUMT,1,30/03/2026,3.522367,28.39000025,34.35131549
Corporates,Bank of Suzhou Co Ltd,BSUZHC,1,12/04/2027,14.749263,6.779999787,17.27798407
Corporates,Shenzhen Zhongzhuang Construction Group Co Ltd,SZZZCG,1,16/04/2027,19.455253,5.139999978,36.60157358
Corporates,Wens Foodstuffs Group Co Ltd,GWFOOD,1,29/03/2027,5.868545,17.03999884,25.12682311
Corporates,Delivery Hero SE,DEHEHO,1,30/04/2026,546.09,183.1199985,63.23312257
Corporates,Xometry Inc,XMTR,1,01/02/2027,17.8213,56.11262927,65.0504835
Corporates,Bosideng International Holdings Ltd,BOSINT,1,17/12/2024,195229.4264,4.010000034,31.74419264
Corporates,Sea Ltd,SEALTD,1,01/12/2024,19.9475,50.13159544,62.48806529
Corporates,Repligen Corp,RGEN,1,15/12/2028,4.9247,203.0580543,44.04739295
Corporates,Halozyme Therapeutics Inc,HALO,1,15/08/2028,17.8517,56.017074,37.20820956
Corporates,Marathon Digital Holdings Inc,MARA,1,01/12/2026,13.1277,76.17480594,119.4929236
Corporates,Viavi Solutions Inc,VIAV,1,01/03/2024,75.6229,13.22350769,30.0843635
Corporates,RealReal Inc/The,REAL,1,01/03/2028,31.4465,31.80004134,94.12253809
Corporates,Alteryx Inc,AYX,1,01/08/2026,5.2809,189.3616618,19.58357856
Corporates,i3 Verticals LLC,IIIV,1,15/02/2025,24.4666,40.87204597,36.71556053
Corporates,Middleby Corp/The,MIDD,1,01/09/2025,7.7746,128.6239807,32.30373976
Corporates,Cardlytics Inc,CDLX,1,15/09/2025,11.7457,85.1375397,103.7806424
Corporates,QIAGEN NV,QGEN,1,13/11/2024,4360.3098,45.86830046,32.09896207
Corporates,TM Technology Services Sdn Bhd,TELMAL,1,26/09/2025,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A
Corporates,Luyin Investment Group Co Ltd,LYTZJT,1,05/02/2024,3.789314134,26.39,27.64775474
Corporates,Shandong Fiberglass Group Co Ltd,SDFIGL,1,08/11/2027,8.992806,11.1199997,20.00798364
Corporates,Wuzhou Special Paper Group Co Ltd,QZWZSP,1,08/12/2027,6.877579,14.54000019,31.5102778
Corporates,Proya Cosmetics Co Ltd,PROYAC,1,08/12/2027,1.017812,98.24997151,35.9460255
Corporates,Qingdao Sentury Tire Co Ltd,SENTIR,1,11/11/2027,3.487967,28.66999602,29.4017413
Corporates,Henan Communications Planning & Design Institute Co Ltd,HNCPDI,1,11/11/2027,11.160714,8.960000229,34.97369224
Corporates,Xianhe Co Ltd,XIANHC,1,17/11/2027,5.040323,19.83999835,25.9149814
Corporates,GeneOne Life Science Inc,VGXINT,1,15/04/2025,0.97,10309.27835,52.26895175
Corporates,KC Cottrell Co Ltd,KOCCOT,1,25/03/2025,2.723312,3671.999389,74.61504715
Corporates,Guizhou Chanhen Chemical Corp,GZCHCH,1,12/08/2027,5.005005,19.98000002,33.18367046
Corporates,Raiffeisen Wohnbaubank AG,RFWOHN,1,20/07/2029,0.1,1000,40
Corporates,Chemtronics Co Ltd,CHMTRO,1,12/01/2024,1.7325,5772.005772,#N/A N/A
Corporates,Shanghai Bairun Investment Holding Group Co Ltd,SHBRIH,1,29/09/2027,2.129925,46.95000998,33.84777684
Corporates,Sangsangin Investment & Securities Co Ltd,GBINSE,1,29/03/2024,8.73362,1145.000584,35.85082423
Corporates,Bank Austria Wohnbaubank AG,BAWOBK,1,09/04/2029,0.1,1000,40
Corporates,Tianjin Lvyin Landscape and Ecology Construction Co Ltd,LYLSEC,1,30/04/2027,8.305648,12.03999977,31.36043637
Corporates,Beibuwan Port Co Ltd,BBWANP,1,29/06/2027,12.5,8,20.29514059
Corporates,Nanjing Chervon Auto Precision Technology Co Ltd,NJCAPT,1,14/09/2027,4.496403,22.2399994,42.01771803
Corporates,Wuhan DR Laser Technology Corp Ltd,DRLASR,1,05/08/2027,1.344447,74.38002391,43.31042981
Corporates,Monalisa Group Co Ltd,MNLSGC,1,16/08/2027,3.763643,26.57000146,35.11357519
Corporates,Shanghai Fullhan Microelectronics Co Ltd,SHFHDZ,1,06/08/2027,1.082954,92.34002552,40.19361613
Corporates,Ningbo Peacebird Fashion Co Ltd,NBPBFC,1,15/07/2027,4.585053,21.80999871,32.91081092
Corporates,Shenzhen Kangtai Biological Products Co Ltd,SZKTBI,1,15/07/2027,2.986858,33.47999804,33.36523904
Corporates,Longhua Technology Group Luoyang Co Ltd,LHKJJT,1,30/07/2027,12.953368,7.719999926,26.40354934
Corporates,STX Engine Co Ltd,STXENG,1,21/12/2048,1.323977228,7552.999998,31.04734991
Corporates,SillaJen Inc,SILLAJ,1,21/03/2024,0.142630971,70110.99995,63.93342614
Corporates,Woongjin Thinkbig Co Ltd,WOOTHI,1,22/03/2027,2.604166667,3840,33.64745531
Corporates,Jiamei Food Packaging Chuzhou Co Ltd,CZJMPC,1,09/08/2027,20.618557,4.84999993,20.82562493
Corporates,Hanwha Ocean Co Ltd,DWSMEC,1,14/03/2048,0.24783,40350.24008,63.25552728
Corporates,Shanxi Huaxiang Group Co Ltd,SXHXGC,1,22/12/2027,7.955449,12.57000076,27.60835335
Corporates,Petpal Pet Nutrition Technology Co Ltd,PTPTNT,1,22/12/2027,5.608525,17.82999987,35.5156951
Corporates,Guangdong Topstar Technology Co Ltd,GDTSDT,1,10/03/2027,3.82263,26.15999979,54.38289921
Corporates,Shanghai QiFan Cable Co Ltd,SHQFCC,1,24/05/2027,5.063291,19.75000054,28.19551064
Corporates,Shenzhen Maxonic Automation Control Co Ltd,SZMACC,1,08/04/2027,11.820331,8.459999978,41.5334594
Corporates,Shenzhen Changhong Technology Co Ltd,SZCHTC,1,01/04/2027,3.717472,26.90000086,42.93853946
