Asset Class,Issuer Name,Ticker,Cpn,Maturity,Currency,Amt Out,Conversion Ratio,TRACE Price,Yld to Mty (Mid),YAS Bnch Px,CV Conversion Price
Corporates,Samil Pharmaceutical Co Ltd,SAMPHM,0,12/08/2024,KRW,24597840,1.38217,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,7235.000036
Corporates,Chun YU Works & Co Ltd,CYWORK,0,25/03/2025,TWD,24452330,3076.923077,#N/A Field Not Applicable,-3.047796826,99.98499637,32.5
Corporates,Proximar Seafood AS,PROXI,7,27/10/2025,NOK,24382325,0.2,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,5
Corporates,Bank Austria Wohnbaubank AG,BAWOBK,3.5,10/06/2025,EUR,24253000,0.8,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,125
Corporates,Bank Austria Wohnbaubank AG,BAWOBK,3.5,10/06/2025,EUR,24253000,0.8,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,125
Corporates,Charisma Energy Services Ltd,CHENSP,5,#N/A Field Not Applicable,SGD,24190920,10869565.22,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,0.023
Preferreds,cbdMD Inc,YCBD,8,#N/A Field Not Applicable,USD,24131000,0.037044,#N/A Field Not Applicable,135.3383459,4.59875,269.9492495
Corporates,Hypo-Wohnbaubank AG,HYPOBK,3,20/03/2026,EUR,24084172.13,1.399999976,#N/A Field Not Applicable,3.644908663,101.2755,71.42857264
Corporates,CJ Freshway Corp,CJFOOD,3.3,09/05/2048,KRW,24065392,0.22904,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,43660.49598
Preferreds,LBS Bina Group Bhd,LBSMK,6,#N/A Field Not Applicable,MYR,24057858.01,1.1,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A,1
Corporates,HCI Group Inc,HCI,4.25,01/03/2037,USD,23916000,16.5893,142.8800049,0.715046883,101.0078125,60.27981892
Corporates,Dream Impact Trust,MPCTCN,5.5,31/07/2026,CAD,23904660,32.23725,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,31.02001567
Corporates,Immo-Bank AG,IMMOBK,4.2,28/12/2023,EUR,23787785.68,2,#N/A Field Not Applicable,#N/A N/A,99.804,50
Corporates,Goodfood Market Corp,FOODCN,5.75,31/03/2027,CAD,23675070,217.3913,#N/A Field Not Applicable,43.29026861,93.518,4.600000092
Corporates,Bank Austria Wohnbaubank AG,BAWOBK,3.5,02/01/2026,EUR,23640000,0.8,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,125
Corporates,Raiffeisen Wohnbaubank AG,RFWOHN,1,20/07/2029,EUR,23418800,0.1,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,1000
Corporates,Slate Office REIT,SOTUCN,9,28/02/2026,CAD,23336403.75,181.8182,#N/A Field Not Applicable,30.896794,100.9135,5.49999945
Corporates,Perficient Inc,PRFT,1.25,01/08/2025,USD,23293000,19.3538,#N/A Field Not Applicable,-19.671295,101.0078125,51.66943959
Corporates,E Investment&Development Co Ltd,SHLINE,5,28/11/2027,KRW,23088500,50,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,200
Corporates,Shanghai Sunglow Packaging Technology Co Ltd,SHSLPK,1.8,28/02/2026,CNY,23065121.44,9.310987,#N/A Field Not Applicable,-1.356808065,99.9233,10.73999996
Corporates,Wowprime Corp,WOWPRI,0,29/03/2028,TWD,22984710,377.786173,#N/A Field Not Applicable,-2.66411637,99.9530247,264.7
Corporates,Shenzhen Jinxinnong Technology Co Ltd,SZJXNT,2,09/03/2024,CNY,22969171.3,14.684288,#N/A Field Not Applicable,-78.56320973,99.453,6.809999913
Corporates,BK Tops Co Ltd,TONGYA,5,16/12/2025,KRW,22903200,5.359056806,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,1866
Corporates,Teva Pharmaceutical Finance Co LLC,TEVA,0.25,01/02/2026,USD,22880000,25.13570023,80,0.795080561,100.9335938,39.78405181
Corporates,Hypo-Wohnbaubank AG,HYPOBK,3,15/01/2025,EUR,22813321.1,1.399999976,#N/A Field Not Applicable,5.511407106,97.053,71.42857264
Corporates,Globaltek Fabrication Co Ltd,GBTFAB,0,03/01/2025,TWD,22809969,2267.573696,#N/A Field Not Applicable,#N/A N/A,99.98499637,44.1
Corporates,Center Laboratories Inc,CENTER,0,26/04/2028,TWD,22791020,2331.002331,#N/A Field Not Applicable,-2.925596382,99.9530247,42.9
Preferreds,Epic Corp/United States,EPOR,5,#N/A Field Not Applicable,USD,22774660,20,#N/A Field Not Applicable,#N/A N/A,5.26,0.5
Corporates,Raiffeisen Wohnbaubank AG,RFWOHN,3,12/10/2027,EUR,22758000,0.1,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,1000
Corporates,IlDong Holdings Co Ltd,ILDONG,0,30/11/2025,KRW,22746240,0.547345,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,18270.01251
Corporates,Bank Austria Wohnbaubank AG,BAWOBK,1.5,25/02/2025,EUR,22726200,0.100000001,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,999.9999851
Corporates,Bank Austria Wohnbaubank AG,BAWOBK,2,25/02/2027,EUR,22726200,0.100000001,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,999.9999851
Corporates,Haibo Heavy Engineering Science and Technology Co Ltd,HBHEST,1.8,02/12/2026,CNY,22693073.58,8.695652,#N/A Field Not Applicable,-3.753847185,100.1409,11.50000023
Corporates,Sambu Engineering & Construction Co Ltd,SAMBU,3,28/02/2026,KRW,22683993.8,7.716049383,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,1296
Corporates,Silq Engineering PLC,SLQENG,0,22/12/2026,EUR,22658200,100000,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,0.1
Corporates,Bank Austria Wohnbaubank AG,BAWOBK,1.4,13/04/2026,EUR,22574400,0.100000001,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,999.9999851
Corporates,Bank Austria Wohnbaubank AG,BAWOBK,3.952,13/04/2026,EUR,22574400,0.100000001,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,999.9999851
Corporates,Crowell Development Corp,CRODEV,0,25/09/2024,TWD,22545740,4723.665564,#N/A Field Not Applicable,-44.92721071,99.98499637,21.17
Corporates,Bank Austria Wohnbaubank AG,BAWOBK,3.98,11/04/2029,EUR,22516800,0.1,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,1000
Corporates,Bank Austria Wohnbaubank AG,BAWOBK,1,11/04/2030,EUR,22516800,0.1,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,1000
Corporates,Bear Creek Mining Corp,BCMCN,6,21/04/2025,USD,22500000,829.735067,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,1.510000059
Corporates,Pan-Pacific Co Ltd,PANPCO,0,28/05/2026,KRW,22432700,5.411255,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,1848.00014
Corporates,Bank Austria Wohnbaubank AG,BAWOBK,3.5,02/01/2026,EUR,22397836.2,0.8,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,125
Corporates,Inpaq Technology Co Ltd,INPAQT,0,14/12/2026,TWD,22390690,1086.956522,#N/A Field Not Applicable,-4.989395871,99.9530247,92
Corporates,Hypo-Wohnbaubank AG,HYPOBK,2.5,24/09/2025,EUR,22380339.81,10,#N/A Field Not Applicable,4.725622226,101.2755,10
Corporates,Raiffeisen Wohnbaubank AG,RFWOHN,1,07/10/2028,EUR,22335200,0.1,#N/A Field Not Applicable,#N/A N/A,102.2025,1000
Corporates,Bank Austria Wohnbaubank AG,BAWOBK,3.969,09/09/2025,EUR,22320000,0.100000001,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,999.9999851
Corporates,Elife Holdings Ltd,SINOR,0,29/03/2049,HKD,22293362,2000000,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,0.5
Corporates,Raiffeisen Wohnbaubank AG,RFWOHN,3,10/10/2028,EUR,22287000,0.1,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,1000
Corporates,Hypo-Wohnbaubank AG,HYPOBK,3.9,12/07/2033,EUR,22264400,10,#N/A Field Not Applicable,#N/A N/A,98.22,100
Corporates,SUNeVision Holdings Ltd,SVNHF,0,#N/A Field Not Applicable,HKD,22166372.93,1,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,0.1
Corporates,Bank Austria Wohnbaubank AG,BAWOBK,0.5,09/09/2031,EUR,22119400,0.1,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,1000
Corporates,SRV Group Oyj,SRVYHT,4.875,#N/A Field Not Applicable,EUR,22077729.95,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A,101.2755,#N/A Field Not Applicable
Corporates,Societe Generale SA,SOCGEN,0.1,21/12/2026,USD,22000000,14.322257,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,69.82139756
Preferreds,ION Geophysical Corp,IO,#N/A N/A,#N/A Field Not Applicable,USD,22000000,14.97555351,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,66.77549509
Corporates,Topco Technologies Corp,TOPCOT,0,09/11/2027,TWD,21992880,1445.086705,#N/A Field Not Applicable,-1.87438476,99.9530247,69.20000001
Corporates,Heritage Insurance Holdings Inc,HRTG,5.875,01/08/2037,USD,21981000,67.0264,#N/A Field Not Applicable,5.630592466,101.0078125,14.91949441
Corporates,Raiffeisen Wohnbaubank AG,RFWOHN,1.35,19/10/2026,EUR,21935600,0.100000001,#N/A Field Not Applicable,4.440962246,94.2995,999.9999851
Corporates,Orient Victory Smart Urban Services Holding Ltd,OVCHK,6,#N/A Field Not Applicable,HKD,21925920,1839587.932,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,0.5436
Corporates,Kimia Farma Tbk PT,KAEFIJ,5,23/02/2028,IDR,21894648.77,1,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,1025
Corporates,BAWAG PSK Wohnbaubank AG,BWAGWB,3.625,15/01/2024,EUR,21884826.83,0.1,#N/A Field Not Applicable,#N/A N/A,99.804,1000
Corporates,Bank Austria Wohnbaubank AG,BAWOBK,1.125,28/10/2027,EUR,21880200,0.1,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,1000
Corporates,Guiyang Xintian Pharmaceutical Co Ltd,GYXINT,1.9,30/12/2025,CNY,21802721.98,12.330456,#N/A Field Not Applicable,-14.66120527,100.1409,8.110000149
Corporates,Raiffeisen Wohnbaubank AG,RFWOHN,1.25,10/11/2028,EUR,21781000,0.1,#N/A Field Not Applicable,4.517309494,102.2025,1000
Corporates,Raiffeisen Wohnbaubank AG,RFWOHN,2,03/10/2028,EUR,21748600,0.1,#N/A Field Not Applicable,4.807438467,#N/A N/A,1000
Preferreds,Environmental Tectonics Corp,ETCC,10,#N/A Field Not Applicable,USD,21741000,500,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,2
Corporates,PROS Holdings Inc,PRO,1,15/05/2024,USD,21713000,15.1394,96.5,6.051086754,101.0078125,66.05281583
Corporates,Sea Sonic Electronics Co Ltd,SEASEL,0,09/09/2024,TWD,21677580,1203.369434,#N/A Field Not Applicable,-15.57606128,99.98499637,83.10000003
Corporates,Yongji Printing Co Ltd,GZYJGF,0.5,14/04/2028,CNY,21673756.08,12.106538,#N/A Field Not Applicable,-4.929691095,100.65125,8.25999968
Corporates,RiTdisplay Corp,RITDIS,0,11/01/2027,TWD,21673020,1359.064963,#N/A Field Not Applicable,0.853007408,99.98499637,73.58000002
Corporates,ACES Electronic Co Ltd,ACEEC,0,22/11/2024,TWD,21586980,2100.840336,#N/A Field Not Applicable,2.316753549,99.98499637,47.6
Corporates,ADD Industry Zhejiang Corp Ltd,ZJADDI,1.8,31/12/2025,CNY,21526558.27,10.121457,#N/A Field Not Applicable,-7.347884783,99.9233,9.880000478
Corporates,LAIQON AG,LLFOND,7,24/05/2028,EUR,21512000,95.23809524,#N/A Field Not Applicable,7.99203357,97.7015,10.5
Corporates,Atrium Mortgage Investment Corp,AICN,5.6,31/03/2025,CAD,21508823.75,67.7966,#N/A Field Not Applicable,7.06934417,95.7235,14.75000221
Corporates,Zenitron Corp,ZENITN,0,03/08/2024,TWD,21504600,4173.622705,#N/A Field Not Applicable,-43.88635707,99.98499637,23.96
Corporates,Nan Ren Lake Leisure Amusement Co Ltd,NANREN,0,18/05/2026,TWD,21486198.37,7923.930269,#N/A Field Not Applicable,-5.572906169,99.98499637,12.62
Corporates,Raiffeisen Wohnbaubank AG,RFWOHN,2.5,13/05/2026,EUR,21452400,0.1,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,1000
Corporates,Zynga Inc,ZNGA,0.25,01/06/2024,USD,21419000,4.887,105,-10.89175726,101.0078125,118.4176386
Corporates,Hiroca Holdings Ltd,HIROHO,0,19/01/2026,TWD,21414420,1683.501684,#N/A Field Not Applicable,-0.564634871,99.98499637,59.39999998
Corporates,Santhera Pharmaceuticals Holding AG,SANNSW,7.5,17/08/2024,CHF,21411431.06,112.391355,#N/A Field Not Applicable,7.307005467,99.9005,30.02900001
Corporates,Senai-Desaru Expressway Bhd,SENAI,12,16/12/2038,MYR,21351733.37,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A Field Not Applicable
Corporates,Longwell Co,LONGWL,0,07/03/2027,TWD,21331908.9,1934.235977,#N/A Field Not Applicable,-7.036828933,99.9530247,51.69999999
Corporates,Loctek Ergonomic Technology Corp,LGRTGX,3,21/10/2026,CNY,21326490.51,2.819284,#N/A Field Not Applicable,-0.108532053,100.1409,35.46999877
Corporates,Bank Austria Wohnbaubank AG,BAWOBK,1.5,14/12/2027,EUR,21310600,0.100000001,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,999.9999851
Preferreds,Luxey International Holdings Ltd,LUXEYI,0,#N/A Field Not Applicable,HKD,21281810.49,0.230769231,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,0.65
Corporates,Playgram Co Ltd,KORPOL,0,29/10/2024,KRW,21268275,15.503876,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,644.9999987
Corporates,Medicines Co/The,MDCO,3.5,15/01/2024,USD,21256000,#N/A Field Not Applicable,#N/A Field Not Applicable,-1407.396622,101.0078125,#N/A Field Not Applicable
Corporates,Bank Austria Wohnbaubank AG,BAWOBK,1.4,12/04/2028,EUR,21204800,0.100000001,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,999.9999851
Corporates,Bank Austria Wohnbaubank AG,BAWOBK,3,12/04/2030,EUR,21204800,0.100000001,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,999.9999851
Corporates,Zhuzhou Feilu High-Tech Materials Co Ltd,ZZFLHT,2,05/06/2026,CNY,21202908.94,14.104372,#N/A Field Not Applicable,-5.57268389,100.1409,7.090000179
Corporates,Bank Austria Wohnbaubank AG,BAWOBK,3.983,10/04/2027,EUR,21200400,0.100000001,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,999.9999851
Corporates,Cytokinetics Inc,CYTK,4,15/11/2026,USD,21133000,94.7811,344.7506104,-42.8738512,100.9335938,10.55062665
Corporates,Hypo-Wohnbaubank AG,HYPOBK,4,18/10/2033,EUR,21074000,100,#N/A Field Not Applicable,3.329124568,98.22,10
Corporates,Hypo-Wohnbaubank AG,HYPOBK,3.95,08/03/2027,EUR,21073200,10,#N/A Field Not Applicable,4.874028137,#N/A N/A,10
Corporates,Shenzhen Liande Automatic Equipment Co Ltd,LIANDE,1.7,25/12/2025,CNY,21060492.8,4.173623,#N/A Field Not Applicable,-14.3292057,100.1409,23.9599983
Corporates,Sheh Fung Screws Co Ltd,SHFUNG,0,22/03/2025,TWD,21025320,2000,#N/A Field Not Applicable,-13.68940762,99.98499637,50
Corporates,INBIOGEN Co Ltd,ARTISC,1,29/09/2025,KRW,20997450,5.387931034,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,1856
Corporates,3-Banken Wohnbaubank AG,DBWOHN,2.75,31/07/2024,EUR,20919690,100,#N/A Field Not Applicable,#N/A N/A,97.6555,1
Corporates,Ningbo Jifeng Auto Parts Co Ltd,NBJFAU,3,19/11/2025,CNY,20897590.56,13.86962509,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,7.210000223
Corporates,Hypo-Wohnbaubank AG,HYPOBK,2.8,20/03/2028,EUR,20838787.68,10,#N/A Field Not Applicable,4.800590497,97.7015,10
Corporates,Bank Austria Wohnbaubank AG,BAWOBK,3.925,15/12/2026,EUR,20826800,0.100000001,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,999.9999851
Corporates,Invacare Holdings Corp,IVCHLD,7.5,01/05/2028,USD,20736000,581.3953,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,1.720000144
Corporates,Senai-Desaru Expressway Bhd,SENAI,12,16/12/2038,MYR,20540994.15,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A Field Not Applicable
Corporates,Hypo-Wohnbaubank AG,HYPOBK,3,12/03/2029,EUR,20533193.01,100,#N/A Field Not Applicable,4.323921012,102.2025,10
Preferreds,Yanglin Soybean Inc,YSYB,0,#N/A Field Not Applicable,USD,20499998.45,1,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,2.15
Corporates,Protalix BioTherapeutics Inc,PLX,7.5,01/09/2024,USD,20420000,563.2216,#N/A Field Not Applicable,-18.99268359,101.0078125,1.775500087
Corporates,Senseonics Holdings Inc,SENS,5.25,15/01/2025,USD,20398000,757.5758,#N/A Field Not Applicable,12.20666582,101.0078125,1.319999926
Corporates,SK REITs Co Ltd,REITSK,2,07/10/2025,KRW,20392452,1.947419669,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,5135
Corporates,Chongqing Xiao Kang Holding Co Ltd,CQXKHC,6,26/04/2024,CNY,20353080,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A Field Not Applicable
Preferreds,Argent By-Products Group Ltd,SRNGLN,5,#N/A Field Not Applicable,GBP,20334720,2.8571,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,0.35000525
Corporates,Taiwan Chelic Corp Ltd,TWCHEL,0,05/09/2025,TWD,20328812.36,1769.911504,#N/A Field Not Applicable,-4.495894434,99.98499637,56.50000001
Corporates,MacroWell OMG Digital Entertainment Co Ltd,OMGENT,0,06/05/2025,TWD,20214180,675.675676,#N/A Field Not Applicable,-3.695398163,99.98499637,147.9999999
Corporates,Taimide Tech Inc,TAMITE,0,21/06/2025,TWD,20186160,1834.862385,#N/A Field Not Applicable,-2.606671432,99.98499637,54.50000001
Corporates,Firm Capital Mortgage Investment Corp,FCCN,5.3,31/08/2024,CAD,20083899.5,65.5738,#N/A Field Not Applicable,8.676350167,97.773,15.24999314
Corporates,Hypo-Wohnbaubank AG,HYPOBK,2,14/08/2032,EUR,20062858.42,10,#N/A Field Not Applicable,4.686235566,#N/A N/A,10
Corporates,Alltek Technology Corp,ALLTEK,0,21/07/2025,TWD,20058840,3333.333333,#N/A Field Not Applicable,-11.53465919,99.98499637,30
Corporates,GS Finance Corp,GS,0,01/05/2028,USD,20050000,7.3174,104.5999985,-1.029852883,102.2304688,136.6605625
Corporates,Franbo Lines Corp,FRALIN,0,28/07/2025,TWD,20044080,5599.104143,#N/A Field Not Applicable,-9.775482565,99.98499637,17.86
Preferreds,Reorganized TXCO Inc,TXCO,6,#N/A Field Not Applicable,USD,20000000,57.6037,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,17.35999597
Corporates,Contango ORE Inc,CTGO,8,29/04/2026,USD,20000000,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A Field Not Applicable
Corporates,Morgan Stanley,MS,0,15/02/2031,USD,20000000,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A Field Not Applicable
Preferreds,Triumph Apparel Corp,TRUA,14,#N/A Field Not Applicable,USD,20000000,16129,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,0.31000062
Preferreds,dELiA*s Inc,DLIA,6,#N/A Field Not Applicable,USD,19983400,125,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,0.8
Corporates,CHIALIN Precision Industrial Co Ltd,CHIAPR,0,18/09/2025,TWD,19977822.1,4084.96732,#N/A Field Not Applicable,#N/A N/A,99.9530247,24.48
Corporates,New Advanced Electronics Technologies Co Ltd,SAMYAT,0,21/04/2024,TWD,19975081.75,495.540139,#N/A Field Not Applicable,-0.157594883,99.98499637,201.7999999
Corporates,Interactive Digital Technologies Inc,IDTECH,0,11/01/2026,TWD,19722900,1763.66843,#N/A Field Not Applicable,-12.88713854,99.98499637,56.70000001
Corporates,Pharmicell Co Ltd,FCBTWE,0,14/06/2026,KRW,19685402,0.625665,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,15982.99409
Corporates,Hypo-Wohnbaubank AG,HYPOBK,3,05/03/2028,EUR,19537950,14,#N/A Field Not Applicable,#N/A N/A,97.7015,71.42857143
Corporates,Hypo-Wohnbaubank AG,HYPOBK,2.5,05/03/2025,EUR,19537950,14,#N/A Field Not Applicable,4.725846793,97.053,71.42857143
Corporates,Hypo-Wohnbaubank AG,HYPOBK,4.37,05/03/2025,EUR,19537950,14,#N/A Field Not Applicable,5.046025991,#N/A N/A,71.42857143
Corporates,Electromagnetic Geoservices ASA,EMGSNO,12.12728,09/05/2025,USD,19534000,0.42677,#N/A Field Not Applicable,12.10605539,#N/A N/A,234.318251
Corporates,Hypo-Wohnbaubank AG,HYPOBK,4.252,23/01/2024,EUR,19515900,1.399999976,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,71.42857264
Corporates,FIC Global Inc,FICGBL,0,31/05/2026,TWD,19496280,1534.919417,#N/A Field Not Applicable,-3.213018307,99.98499637,65.14999999
Preferreds,General Datacomm Industries Inc,GNRD,9,#N/A Field Not Applicable,USD,19424900,0.1832,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,136.4628821
Corporates,Windevo AB,AGBHIN,0,31/07/2025,SEK,19418350,0.8,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,125
Corporates,Unichem Co Ltd,UNICHM,0,09/09/2024,KRW,19409930,7.336757153,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,1363
Corporates,Materials Analysis Technology Inc,MAANAT,0,20/06/2026,TWD,19409760,481.927711,#N/A Field Not Applicable,-8.301289526,99.98499637,207.4999999
Corporates,s Wohnbaubank AG,SWOHN,3,07/03/2029,EUR,19353748,10,#N/A Field Not Applicable,3.352831033,102.2025,10
Corporates,Immo-Bank AG,IMMOBK,3.1,16/01/2024,EUR,19220455.58,2,#N/A Field Not Applicable,#N/A N/A,99.804,50
Corporates,Atrium Mortgage Investment Corp,AICN,5.3,30/06/2024,CAD,19112151.3,66.9344,#N/A Field Not Applicable,7.789486454,97.773,14.94000096
Corporates,K Laser Technology Inc,KLASER,0,24/03/2026,TWD,19083581.55,6329.113924,#N/A Field Not Applicable,#N/A N/A,99.98499637,15.8
Corporates,Hiroca Holdings Ltd,HIROHO,0,01/12/2028,TWD,19073040,2538.071066,#N/A Field Not Applicable,-2.263000456,99.9530247,39.4
Corporates,Hypo-Wohnbaubank AG,HYPOBK,1.75,30/08/2033,EUR,18941667.71,10,#N/A Field Not Applicable,4.164392029,105.403,10
Corporates,Firm Capital Mortgage Investment Corp,FCCN,5.5,31/01/2026,CAD,18934875,68.493151,#N/A Field Not Applicable,15.89247248,100.9135,14.59999993
Corporates,Chung Hwa Chemical Industrial Works Ltd,CHCHEM,0,03/10/2025,TWD,18813900,3322.259136,#N/A Field Not Applicable,-6.497001891,99.98499637,30.1
Corporates,Firm Capital Mortgage Investment Corp,FCCN,5.4,30/06/2025,CAD,18766150,66.6667,#N/A Field Not Applicable,8.460077775,100.9135,14.9999925
Corporates,Infinera Corp,INFN,2.125,01/09/2024,USD,18752000,101.2812,94.375,7.612590133,101.0078125,9.873500709
Corporates,Zogenix Inc,ZGNX,2.75,01/10/2027,USD,18568000,#N/A Field Not Applicable,#N/A Field Not Applicable,-3.507378741,102.2304688,#N/A Field Not Applicable
Corporates,Sheh kai Precision Co Ltd,SHEKAI,0,10/11/2026,TWD,18537960,1923.076923,#N/A Field Not Applicable,-3.603831181,99.9530247,52
Corporates,BofA Finance LLC,BAC,3.5,09/07/2026,USD,18500000,2.645643,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,377.9799467
Corporates,BofA Finance LLC,BAC,4,02/07/2026,USD,18500000,6.234064,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,160.4090045
Corporates,Seong An Co Ltd,SEONGA,0,26/10/2027,KRW,18409350,13.90820584,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,719.0000001
Corporates,Bank Austria Wohnbaubank AG,BAWOBK,1.8,09/09/2025,EUR,18360543.6,0.100000001,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,999.9999851
Preferreds,Badlands Energy Inc,GSXN,0,#N/A Field Not Applicable,USD,18206500,166.66666,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,0.600000024
Corporates,Aprogen Inc,KICLTD,1,21/01/2024,KRW,18161920,4.721435316,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,2118
Corporates,Zhong Yang Technology Co Ltd,ZHYTEC,0,03/01/2025,TWD,18103150,1628.664495,#N/A Field Not Applicable,-0.754623499,99.98499637,61.4
Corporates,Lebuhraya Kajang-Seremban Sdn Bhd,IJMMK,7,06/02/2026,MYR,18075790,1000000,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,1
Corporates,BTB Real Estate Investment Trust,BTBUCN,6,31/10/2024,CAD,18028296,184.5018,#N/A Field Not Applicable,6.888696222,95.7235,5.420001322
Corporates,Shinwon Corp,SHNWON,2.75,08/09/2026,KRW,18022950,5.780346821,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,1730
Corporates,Shantou Wanshun New Material Group Co Ltd,SHAWPM,2,20/07/2024,CNY,18004750.68,16.891892,#N/A Field Not Applicable,-61.86472846,100.09345,5.919999962
Preferreds,FSE Lifestyle Services Ltd,FSES,6,#N/A Field Not Applicable,HKD,17997015.93,1,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,3.226
Corporates,JMC Electronics Co Ltd,JMCELE,0,25/10/2026,TWD,17943350,1677.852349,#N/A Field Not Applicable,-1.225039256,99.9530247,59.6
Corporates,CviLux Corp,CVILUX,0,21/10/2024,TWD,17941800,2656.042497,#N/A Field Not Applicable,-18.86610118,99.98499637,37.65
Corporates,Anji Technology Co Ltd,ANJITE,0,04/08/2026,TWD,17922856.51,2314.814815,#N/A Field Not Applicable,-1.439459152,99.98499637,43.2
Corporates,E Investment&Development Co Ltd,SHLINE,2,23/04/2024,KRW,17920820,6.253909,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,1598.999921
Corporates,Liton Technology Corp,LITTEC,0,15/07/2024,TWD,17920400,2364.066194,#N/A Field Not Applicable,-11.77901295,99.98499637,42.3
Corporates,Excellence Opto Inc,EXCLOP,0,19/05/2024,TWD,17891750,2955.956252,#N/A Field Not Applicable,-4.967814678,99.98499637,33.83
Corporates,HLB Inc,LIFECO,0,30/01/2024,KRW,17888360,0.174663336,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,57253.00001
Corporates,Ko Yo Chemical Group Ltd,KOYOEC,4,15/03/2024,HKD,17885556,9.259259259,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,0.108
Corporates,Dynamic Electronics Co Ltd,DYNEL,0,13/05/2024,TWD,17869525.38,4464.285714,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,22.4
